square_footage,bedrooms,bathrooms,neighborhood_rating,school_rating,property_age,lot_size,price
1195,1,1,10,9,10,18682,750508
3292,3,3,7,8,41,11636,952177
4104,6,5,10,10,12,21817,1363998
875,2,2,1,1,35,6052,255067
1064,1,1,9,10,12,6411,634739
3302,5,4,8,8,11,23989,1128229
2619,3,3,7,8,36,17037,877859
1517,3,3,10,10,73,20654,780754
3582,4,2,7,7,72,9286,901582
4255,6,5,5,6,51,19982,1118688
4435,6,5,5,5,70,14597,1088738
1650,2,2,5,7,1,19032,673662
4377,5,3,1,1,55,15712,900815
2190,2,1,8,10,59,6904,739248
943,1,1,1,1,22,12965,283796
1684,1,1,4,4,39,13767,513692
3940,4,3,9,8,63,26412,1157082
3970,5,3,9,9,22,26761,1222775
1195,1,1,5,5,28,14784,496799
3896,5,4,4,5,77,13541,915427
3795,4,2,3,1,50,20943,829281
3738,6,5,3,3,68,23485,937510
2292,3,2,5,7,30,18021,744900
4355,6,4,10,10,49,16046,1300594
4436,6,5,1,2,19,15423,999615
4022,6,5,5,3,54,12867,1008514
1967,1,1,6,4,1,18850,657969
3416,3,3,7,9,24,23999,1058967
1862,1,1,9,8,12,14401,763489
2956,4,2,3,4,69,22780,735885
1865,3,2,2,3,66,14121,475410
2009,1,1,3,5,57,18676,534217
3782,6,4,9,10,74,19227,1158753
3245,5,4,7,6,63,10801,931246
4094,4,2,9,8,68,17413,1092932
1433,1,1,2,1,58,16431,343655
1956,3,3,5,6,59,16182,682719
4034,4,2,4,5,61,23628,943543
2038,1,1,2,4,15,23064,571628
1532,1,1,9,7,67,21029,619255
1034,1,1,9,10,14,9853,644856
3505,6,5,6,4,54,21077,996873
1550,3,3,6,4,34,13840,631164
3435,4,3,8,10,54,22523,1076031
3880,6,4,6,4,13,26982,1131763
3945,4,2,1,1,48,13705,774204
1753,3,3,4,3,6,22737,684284
3339,3,2,7,7,29,13387,967295
3760,5,4,2,4,48,14027,892269
4124,4,3,9,9,15,16823,1203262
4101,6,5,8,7,50,14975,1171748
2342,4,3,8,8,71,19130,824418
1997,3,3,7,9,79,16458,711763
2476,3,2,4,6,41,22816,735494
1991,2,2,2,1,16,9302,500787
3017,5,3,3,4,62,18784,775029
2216,2,1,6,4,44,11130,662958
3793,5,4,5,7,76,27534,1014394
3642,6,5,8,7,6,15342,1178862
3481,5,3,6,5,26,9688,936831
2017,2,1,6,4,9,12731,632459
2340,3,2,1,3,33,18590,591864
2876,4,3,4,3,35,17009,796595
4036,4,2,5,7,24,23035,1069745
2245,2,2,3,2,5,23156,676096
3186,5,4,9,10,23,9453,1090592
2319,3,3,1,1,17,17414,588874
2188,2,1,6,8,5,20572,777783
2656,3,3,6,8,28,16656,830724
2165,4,3,10,8,24,22288,953346
1299,1,1,5,5,54,16287,488722
2480,2,2,5,6,45,24291,771814
1310,1,1,10,8,23,9380,646154
4198,6,4,5,6,74,23832,1048796
1016,1,1,6,5,25,4098,425595
2124,2,2,8,9,27,6812,753321
1955,3,2,2,4,2,19303,655074
2627,3,3,6,7,74,10924,762671
3941,6,4,1,1,37,12133,849441
4123,5,4,4,2,60,23195,983913
4286,6,4,10,10,77,11376,1194104
2610,3,2,3,1,50,16803,630979
3292,3,3,9,7,47,26203,1022243
3723,5,4,3,4,20,21670,988053
2005,3,3,6,6,53,12026,663634
3014,5,3,1,1,55,21064,712008
890,1,1,6,5,58,16172,430948
1513,1,1,4,2,71,12964,388418
2681,2,2,8,9,50,11503,863859
4402,6,4,9,7,19,20350,1286204
838,1,1,4,6,58,9011,353922
3997,6,5,10,8,70,15071,1191277
4322,5,3,10,8,8,23891,1290655
972,1,1,6,6,0,9555,535177
1452,1,1,1,2,28,12993,378673
1553,2,1,4,2,62,7998,418951
2043,2,2,7,7,71,11663,635046
1881,1,1,1,1,55,23705,437438
2483,3,3,8,8,67,13649,815263
3323,4,3,10,10,34,10153,1083669
1255,2,2,6,6,2,20845,659681
1628,2,1,5,3,6,7319,535907
1694,2,1,10,8,26,7388,726809
2184,3,3,9,8,0,21934,956118
2758,4,3,2,4,79,8810,616250
3872,4,2,5,7,70,24840,975367
3234,5,4,6,8,43,12533,929919
2796,4,3,7,6,40,21682,898623
3195,3,3,5,7,74,26377,859040
989,2,1,9,10,41,21684,668554
1304,1,1,1,1,32,22090,397872
2014,3,3,7,5,49,15346,678535
2331,2,2,10,8,62,15150,840913
4240,6,4,7,7,36,21721,1185651
4280,6,4,4,4,58,20977,1039477
1623,3,3,9,9,47,20820,784513
1728,3,3,5,3,4,20758,656291
1733,3,2,4,6,47,20116,603285
1940,2,1,7,7,2,19230,795611
933,2,1,4,3,46,5962,329319
2905,4,3,3,3,61,19611,708476
4427,6,4,9,10,13,27413,1378734
1484,2,2,8,8,62,12137,628998
3519,5,3,1,1,60,22326,769630
3020,3,2,7,7,30,18734,916886
2652,2,1,9,10,16,19495,955938
1614,3,2,8,7,23,15965,718617
1972,1,1,8,10,22,11091,756171
879,1,1,6,6,49,21498,506198
3733,6,4,4,5,77,15665,902845
4084,6,5,8,9,78,10714,1089337
1002,2,1,3,2,78,9235,294537
3611,4,2,9,7,69,17187,1041629
2052,1,1,2,2,26,8144,474409
2499,4,2,2,3,14,8750,645628
2050,2,2,7,6,49,7949,654307
2482,4,2,10,10,35,9606,941650
2355,3,2,4,5,7,8310,693133
4312,6,5,10,9,78,24575,1274876
4273,6,4,8,6,2,22343,1273327
2894,5,3,9,7,61,24790,974285
2056,3,2,7,8,46,7244,686349
4176,4,3,5,6,76,15843,989849
2349,3,2,8,8,60,12493,770941
1966,1,1,4,3,31,16463,546083
4286,5,3,2,3,12,21503,1043915
4384,6,4,6,6,0,18401,1206926
2196,2,2,9,9,33,24263,888628
4437,6,4,1,2,61,15883,928907
4130,5,3,10,8,78,12373,1106070
3503,6,5,7,6,77,10050,975541
1270,1,1,10,9,70,18463,652533
3818,4,3,9,7,30,12067,1078144
1835,3,3,10,10,63,19596,840227
2153,4,3,9,8,24,7888,833675
3583,4,2,10,10,37,23540,1133082
3631,5,4,3,4,13,10570,899914
1767,2,1,5,5,7,14327,630235
1157,2,1,8,6,53,5934,507979
3819,5,3,8,9,1,14404,1185895
4279,5,4,4,6,77,15750,999455
1467,3,3,1,1,55,11556,378551
1172,1,1,1,1,60,10437,265352
1831,1,1,4,4,21,22146,579465
1945,2,2,6,5,34,6127,615123
2171,4,3,8,7,15,17452,870197
3523,6,5,6,4,49,15119,983480
889,1,1,9,8,42,6320,551491
3545,4,2,9,10,16,24372,1193572
4187,4,3,2,1,79,20569,857465
4049,4,2,10,10,57,11635,1147706
1339,1,1,1,1,1,21816,471581
3579,6,5,2,4,3,20718,970846
1668,3,2,5,5,38,18770,624009
840,1,1,4,3,5,11076,396710
1539,2,1,4,4,68,22002,511499
2746,4,3,9,7,68,12623,877089
3349,5,3,8,8,19,17395,1053548
3806,4,3,6,7,63,27125,1037189
4016,4,2,1,1,15,20303,887118
2024,2,1,2,4,50,9193,465009
1728,3,3,6,7,36,18556,696019
2836,4,3,2,1,72,11739,596885
3308,5,4,10,9,68,12811,1053150
3579,4,3,5,4,41,18402,940967
3599,5,4,5,6,56,16479,928098
1724,2,2,6,7,65,7957,577300
3756,6,5,6,7,8,25014,1157606
2381,2,2,6,4,63,13295,674206
4418,6,4,2,1,21,27901,1052150
4124,4,3,10,9,33,24918,1250650
1189,1,1,3,3,54,8310,343879
2417,2,1,6,5,28,21429,769558
3730,6,5,8,10,37,22501,1237234
1055,1,1,1,1,17,9670,289080
1508,2,1,1,2,70,9032,307071
2638,2,2,2,1,64,7995,529497
2744,2,1,6,7,0,7562,792163
3297,4,3,9,10,3,21755,1157828
809,2,1,4,6,3,5767,452096
3671,4,2,3,1,26,23375,860326
1597,1,1,8,9,42,9401,632101
4113,4,3,10,10,58,25269,1222173
4122,5,4,9,8,31,19322,1219970
1676,2,1,5,4,32,17077,578507
1828,2,1,9,10,27,9592,722867
3990,5,4,2,1,54,19287,869423
1815,3,3,3,5,59,23089,598133
2624,4,2,7,5,69,11863,737460
1173,1,1,7,6,61,11611,449534
3936,6,5,6,8,79,19988,1053514
2993,3,3,6,4,33,23719,863464
1023,1,1,2,2,55,17938,323910
2062,1,1,10,10,12,10776,823636
3024,4,3,6,7,55,18521,879231
2602,2,1,4,4,17,16451,719002
1652,3,3,3,2,53,22229,551387
4153,5,3,2,4,76,12467,868533
862,2,2,1,2,42,18312,334661
2040,1,1,5,5,38,18141,611855
3674,4,3,2,2,60,15389,776990
3642,4,3,2,1,41,21957,803970
1488,2,1,7,6,78,6536,500118
2284,4,2,8,6,17,18522,861496
2433,3,3,10,10,22,24414,1029334
2952,4,3,8,6,53,22982,934538
3970,4,3,4,4,29,15359,966170
1310,1,1,1,3,57,7342,259870
1184,1,1,7,9,67,14918,540196
1204,1,1,1,1,66,21262,306064
3670,5,3,4,6,70,10808,896907
1317,1,1,8,10,17,5442,640154
1275,1,1,2,4,6,11269,441008
2800,3,2,6,6,39,23963,862949
3556,4,2,6,8,69,19703,949096
2468,3,3,9,10,64,12009,887230
2693,2,1,5,7,67,15398,675860
3618,4,3,10,8,48,23128,1128533
2260,3,2,4,4,51,14769,648292
3894,5,4,5,4,28,27301,1040234
3844,6,4,10,8,20,24835,1273343
4436,6,5,5,6,77,28609,1136527
3524,5,4,8,8,8,9815,1092322
1513,3,2,10,10,46,8921,725849
4329,6,5,8,9,75,20858,1230527
882,1,1,2,3,41,11093,301939
1968,2,2,7,8,50,21268,754226
3956,5,4,8,7,55,24533,1150094
3949,6,5,6,8,50,21232,1121603
3304,4,3,5,5,69,9493,817092
2701,3,3,9,10,19,15136,972376
2848,5,4,3,5,26,11602,802171
850,1,1,10,10,37,8192,593361
1484,3,2,4,3,71,14698,483088
1516,1,1,9,7,64,7105,590029
2269,4,3,6,5,53,23234,771559
1248,2,1,8,10,23,10765,646239
1680,2,1,7,6,46,22554,641735
1287,1,1,2,3,70,11415,327159
2623,3,3,3,1,62,18201,626970
2881,3,2,1,2,56,9794,558950
4219,6,5,9,7,54,20137,1202584
2942,5,4,7,9,59,20621,995293
3943,4,2,1,1,61,20648,783290
2374,3,3,3,1,29,13877,643217
3001,4,3,4,2,21,16790,797250
1049,1,1,4,3,74,6245,326168
1473,2,2,5,4,28,5561,529262
1237,2,1,3,5,40,5421,390269
2965,5,3,3,1,41,13607,696465
1570,3,3,1,1,64,13006,370980
4177,6,5,7,9,30,12367,1181255
1067,2,1,10,8,29,21008,719934
2784,3,3,1,1,17,12555,643716
1877,2,1,2,1,16,14487,497163
1035,1,1,4,6,37,13549,462045
1188,1,1,4,2,13,14201,446359
3837,6,4,5,3,78,12600,912688
1562,3,2,2,4,55,12406,468169
2648,4,2,4,4,21,22931,794689
3248,3,2,1,3,66,24343,713422
1423,2,2,2,4,55,14336,421808
3614,5,3,1,1,18,16214,822347
4174,6,5,10,10,56,17210,1284565
3766,5,3,10,8,43,21691,1190585
4078,5,3,4,6,34,14579,1012979
2052,3,3,4,4,0,16554,716897
3700,4,2,7,8,51,17559,1015340
1377,1,1,10,10,69,6827,620875
2922,3,2,9,8,36,24929,996658
1234,2,1,9,7,64,14579,609834
2950,4,3,5,3,50,14725,767829
4293,6,5,10,9,0,21238,1353369
1563,3,2,1,1,20,17580,459354
3585,5,3,1,3,52,17138,803614
3653,4,2,6,5,15,21822,1022608
2129,2,2,2,3,60,20548,532247
2945,5,4,8,8,53,15666,928251
3645,4,3,9,8,39,17848,1084848
2158,4,3,4,3,25,15035,673466
3706,6,4,5,6,79,14298,926455
3282,4,2,8,6,64,13183,890873
1246,1,1,3,1,73,18448,357649
2817,4,3,5,7,63,17979,819116
2131,4,2,3,4,42,13137,612519
1048,1,1,10,10,16,14196,683844
965,1,1,3,3,58,11786,310368
4352,5,3,3,4,22,16105,1014881
3831,6,4,7,7,6,12684,1136553
2158,4,2,7,5,43,17991,726785
1819,2,2,7,7,52,16550,702352
1341,2,2,10,10,70,10420,676872
1558,3,2,8,9,78,20242,679871
3977,4,2,5,6,33,11724,982871
4434,5,4,5,5,45,23173,1136800
2928,4,2,4,3,67,17825,717869
2980,5,4,7,8,77,20364,930071
1596,3,3,10,10,77,14181,772207
3747,4,2,4,6,15,12709,974879
937,2,1,2,1,70,15854,280261
3031,3,2,4,4,18,14756,779056
4272,6,4,8,7,1,27680,1295640
2153,2,2,9,7,9,16967,859780
3632,6,5,3,3,49,10656,869126
4379,6,5,7,8,11,17547,1259960
2675,2,1,9,10,69,21735,885813
3831,4,3,4,3,21,26723,977924
868,1,1,10,10,31,3841,604351
3393,4,2,3,4,0,20265,905684
2900,3,2,5,5,53,9746,769373
2273,4,2,1,2,57,12090,532621
1004,1,1,3,4,69,21487,360121
2973,4,2,8,10,17,21221,1034510
842,1,1,8,7,5,10669,576965
2706,3,2,4,5,44,9194,711462
2958,4,3,2,4,22,14129,749692
1560,3,3,8,7,22,19605,745579
4054,5,3,8,8,25,25713,1187070
3695,5,3,10,10,76,14259,1120615
2942,5,3,4,2,6,25829,885788
2794,3,3,3,5,78,17455,682056
4245,6,4,2,1,43,14471,931512
2735,4,3,9,10,26,16963,999209
4391,6,4,1,1,25,16464,948881
1699,2,1,7,6,78,11180,559292
1159,1,1,5,7,35,21645,547435
3747,6,5,8,6,54,18631,1133173
2519,2,1,4,4,63,24022,653624
1080,1,1,7,6,56,17172,488219
4066,4,3,5,4,68,11656,905445
2687,4,3,5,4,60,24008,774700
4066,4,3,9,10,1,10210,1198046
1466,3,3,9,10,54,8055,693477
892,1,1,9,10,79,10848,541871
1471,2,1,6,7,37,18010,593459
2769,4,3,6,5,79,15955,771925
860,1,1,5,5,77,17082,413912
3481,4,2,9,10,28,10171,1064308
3922,5,4,10,10,25,14997,1237546
4274,6,4,8,7,34,15446,1220189
1828,3,3,7,9,78,16527,723519
2289,2,2,7,8,66,14188,738766
1403,1,1,6,7,28,15883,583204
1481,2,2,5,7,33,20753,626074
3381,3,3,4,3,40,11306,802610
2228,2,2,3,2,40,11978,553068
3685,5,4,3,2,22,11740,891630
4384,6,5,6,4,70,15478,1085251
3492,3,2,4,6,2,9312,873690
3080,5,3,6,5,57,21843,920195
1323,1,1,3,4,31,10225,429221
3193,5,4,4,4,30,21508,902548
3917,4,2,9,9,42,16628,1121007
3393,4,3,5,4,6,8906,913435
2768,4,2,7,7,0,14285,894624
1901,2,2,10,10,60,19565,811399
2553,2,2,2,1,13,24454,652932
2636,4,3,5,6,51,22722,857365
3944,4,3,9,10,5,13563,1198987
3641,4,3,3,1,9,14925,849608
3096,4,3,9,7,70,19752,1012152
2894,5,4,6,6,29,25488,954999
1944,1,1,4,6,20,23468,650803
3061,3,2,7,7,59,23505,901123
3086,5,3,8,6,73,11342,872390
1879,1,1,6,7,62,6113,563125
3197,3,3,5,5,41,18112,830448
906,2,2,6,8,50,3840,486388
3678,6,5,5,5,63,24187,1001217
847,2,2,8,7,75,21091,538775
4444,6,5,1,1,55,21782,984282
1136,1,1,7,5,79,13291,450288
1849,3,2,10,10,40,18336,841576
3651,5,4,10,10,31,24191,1211923
2080,2,1,2,1,14,8184,528354
2855,4,2,9,8,61,13549,907467
1424,1,1,1,1,26,18351,375113
2690,3,3,10,10,27,17683,1009087
2076,2,1,6,4,63,23290,626047
2515,2,1,9,7,58,24652,869346
3566,4,3,1,1,57,11038,717584
1102,1,1,4,4,1,11603,452181
1438,3,2,4,6,35,12837,562848
855,1,1,9,10,70,15741,557783
1525,1,1,5,6,12,20178,592316
1325,1,1,5,3,14,20313,540030
1273,1,1,6,7,59,6006,477772
827,2,1,1,1,21,19336,346296
2925,3,2,1,3,62,23043,666932
4087,6,5,9,7,74,27974,1213525
4257,5,4,3,2,73,21559,949246
1164,1,1,4,3,24,12094,452999
3513,4,2,1,1,47,26838,775988
1325,1,1,9,8,42,9028,617931
3546,6,5,8,6,37,16621,1098756
2135,4,2,2,1,40,9341,527201
1682,2,1,8,8,44,22303,712596
1830,3,3,7,8,39,23607,785844
1826,1,1,6,5,16,17344,645215
2446,3,3,1,1,56,7932,546948
1718,2,1,7,7,1,8122,669943
3597,5,4,10,10,61,21860,1148661
3210,3,3,7,7,8,10973,959271
2574,4,2,9,10,67,8927,854084
2331,2,2,1,3,16,19848,617842
4145,5,3,2,4,49,26749,970133
4377,5,3,9,7,39,15811,1193760
3653,4,3,9,8,57,11568,1037234
3586,6,5,6,7,74,19480,1032889
2706,4,3,6,4,20,24188,878235
3886,5,4,4,3,17,27264,1045257
2015,1,1,4,3,54,11218,515085
2454,2,2,5,5,28,15710,737664
1284,2,1,3,3,23,9625,411469
2875,3,2,1,1,73,11748,536705
1513,1,1,1,1,16,13890,422832
1862,1,1,7,6,17,9401,661366
2776,4,3,1,1,41,13348,628349
2096,2,1,1,3,44,20642,521905
2054,2,1,3,3,16,12471,560566
2933,3,2,10,9,72,15989,935064
4345,6,5,4,2,13,18912,1082232
925,2,1,4,5,48,17504,441872
3659,6,5,2,2,28,27102,964991
1336,1,1,1,1,3,8743,367789
2992,4,2,3,4,19,16792,775850
4396,5,3,4,5,46,13578,1026154
4083,5,3,3,5,8,11036,977565
2872,3,2,8,9,76,11940,836117
2403,2,2,10,9,78,18602,842774
4265,6,5,1,1,26,13269,984704
866,2,1,2,2,14,4672,314831
1032,2,1,7,7,18,4404,491287
2956,5,3,4,4,51,12045,762487
1969,2,1,8,9,25,22981,818010
2958,5,4,3,4,25,18141,819978
3075,4,2,6,8,25,17902,945726
910,2,2,9,9,45,7277,587767
2293,3,2,1,1,48,16434,543989
2881,3,3,1,3,52,17003,655782
1422,2,1,8,6,2,5297,617233
4240,6,4,3,4,65,20376,1003854
3595,6,5,5,7,41,20166,1048467
3442,4,2,1,3,18,24756,832059
4425,5,3,5,4,16,11668,1091624
3272,3,2,6,7,32,13412,908922
3460,5,4,8,9,75,25316,1043231
2341,2,1,3,5,48,18853,635401
3539,5,3,3,4,55,9998,828824
2105,2,2,10,10,62,15716,839103
4191,6,5,9,8,2,16857,1280839
2561,3,3,4,6,48,9139,707717
4314,6,4,4,5,54,18585,1055699
2775,3,2,7,8,25,23780,913285
3162,3,2,2,4,71,17744,715721
